短租产品可拎包入住 适合刚来深圳的你,罗湖-水库 翠竹路2058号,530,https://sz.zu.anjuke.com/fangyuan/1238073016
独卫主卧 国贸 朝阳 配套全 干净明亮 随时看房,罗湖-国贸 春风路2021号,530,https://sz.zu.anjuke.com/fangyuan/1236699758
多房源自取 直租居高临下的大卧室 视野超好近地铁 包物业费,罗湖-草埔 布吉路1026号,940,https://sz.zu.anjuke.com/fangyuan/1236686963
普通住宅 国贸 拎包入住 家私全 免费wifi,罗湖-国贸 春风路2002号,520,https://sz.zu.anjuke.com/fangyuan/1235631573
蛋壳优惠继续   可短租 押一付一 拎包入住,罗湖-笋岗 田心村168号,740,https://sz.zu.anjuke.com/fangyuan/1236693758
住ins风房子是一种怎样的体验,罗湖-水库 太宁路,680,https://sz.zu.anjuke.com/fangyuan/1238051043
关于租房的几个技巧你可能还不知道,罗湖-笋岗 红岭北路3002号,670,https://sz.zu.anjuke.com/fangyuan/1238076152
独卫主卧 草埔 朝阳 配套全 干净明亮 随时看房,罗湖-草埔 金稻田路1164号,860,https://sz.zu.anjuke.com/fangyuan/1236670779
住ins风房子是一种怎样的体验,罗湖-怡景 黄贝路1002路,630,https://sz.zu.anjuke.com/fangyuan/1238075093
你还有后悔的机会 银湖 精装修 押一付一 通透,罗湖-银湖 上步北路2006号,630,https://sz.zu.anjuke.com/fangyuan/1234072751
蛋壳短租 给新来深圳需要过渡的你,罗湖-水库 太安路45号,640,https://sz.zu.anjuke.com/fangyuan/1238049583
交通便利的房子谁都想抢 东门手慢无 独卫阳台任你选,罗湖-东门 蛟湖路5号,1480,https://sz.zu.anjuke.com/fangyuan/1236989956
全新家具家电安排上了 等你来  已打扫干净,罗湖-翠竹 水贝二路38号,870,https://sz.zu.anjuke.com/fangyuan/1235229999
如何在较短的时间内租到满意的房子,罗湖-笋岗 北站路3号,710,https://sz.zu.anjuke.com/fangyuan/1238073035
短信微聊无法及时回复 直接call我,罗湖-国贸 春风路2021号,670,https://sz.zu.anjuke.com/fangyuan/1236675097
超大漂亮的落地灯和爱生活的你 近地铁主卧合租 水电均摊有宽带,罗湖-蔡屋围 河边路1号,840,https://sz.zu.anjuke.com/fangyuan/1236696209
可短租可短租可短租 重要的事情说三遍,罗湖-怡景 凤凰路39号,410,https://sz.zu.anjuke.com/fangyuan/1238074716
选房的差距等于生活品质的差距,罗湖-水库 太宁路,650,https://sz.zu.anjuke.com/fangyuan/1238075927
超大漂亮的落地灯和爱生活的你 近地铁主卧合租 水电均摊有宽带,罗湖-水库 太宁路,650,https://sz.zu.anjuke.com/fangyuan/1231379990
优惠房源没剩多少 近地铁超市,罗湖-国贸 南湖路3015号,880,https://sz.zu.anjuke.com/fangyuan/1236687660
蛋壳短租 给新来深圳需要过渡的你,罗湖-水库 太安路128号,790,https://sz.zu.anjuke.com/fangyuan/1238074785
民住房 国贸 可做饭 温馨户型 可短租,罗湖-国贸 南湖路3044号,840,https://sz.zu.anjuke.com/fangyuan/1236687361
住ins风房子是一种怎样的体验,罗湖-东门 深南东路4002号,310,https://sz.zu.anjuke.com/fangyuan/1239726820
找室友 房东委托直租无 草埔进地铁主卧精装,罗湖-草埔 翠山路1号,860,https://sz.zu.anjuke.com/fangyuan/1236669628
十一月租房优惠季 别错过 国贸 部分独卫,罗湖-国贸 春风路2021号,760,https://sz.zu.anjuke.com/fangyuan/1236700044
蛋壳短租 给新来深圳需要过渡的你,罗湖-田贝 太宁路183号,690,https://sz.zu.anjuke.com/fangyuan/1238045238
两天时间保证你租到好房！,福田-新洲 新洲路,620,https://sz.zu.anjuke.com/fangyuan/1238055605
住ins风房子是一种怎样的体验,罗湖-银湖 金湖路42号,650,https://sz.zu.anjuke.com/fangyuan/1237560191
宽敞大气 温馨风格 车公庙 可短租 近地铁,福田-车公庙 泰然四路118号,1780,https://sz.zu.anjuke.com/fangyuan/1237083721
包维修保洁 不收 可短租 水电平摊 东门 朝阳,罗湖-东门 人民北路2139号,1080,https://sz.zu.anjuke.com/fangyuan/1236980621
为了能住好房，你被骗了几次,罗湖-田贝 爱国路,530,https://sz.zu.anjuke.com/fangyuan/1238084917
如何在较短的时间内租到满意的房子,罗湖-泥岗 泥岗西路1006号,340,https://sz.zu.anjuke.com/fangyuan/1238071554
你还年轻，不要活得像个老年人！,罗湖-笋岗 笋岗东路2008号,730,https://sz.zu.anjuke.com/fangyuan/1238074385
蛋壳短租 给新来深圳需要过渡的你,福田-新洲 新沙路13号,560,https://sz.zu.anjuke.com/fangyuan/1238057409
不要纠结了错过就没有了 翠竹 南北通透 有保洁,罗湖-翠竹 水贝二路38号,1770,https://sz.zu.anjuke.com/fangyuan/1233671723
十一月活动继续   精装 部分独卫 全新家电,福田-农科中心 农园路15号,700,https://sz.zu.anjuke.com/fangyuan/1236647547
等优秀的你来租 包维修保洁 密码锁不用钥匙,福田-福田中心 福华三路289号,1870,https://sz.zu.anjuke.com/fangyuan/1238319394
良心出租 全新装修 找素质住户爱惜家具家电,罗湖-人民南 沿河南路2号,1390,https://sz.zu.anjuke.com/fangyuan/1232088926
选房的差距等于生活品质的差距,龙华-龙华中心区 早禾路,310,https://sz.zu.anjuke.com/fangyuan/1238038564
不是你找不到房 而是你选错了地方,龙华-龙华中心区 恒兴路,430,https://sz.zu.anjuke.com/fangyuan/1238061631
住ins风房子是一种怎样的体验,罗湖-笋岗 宝岗路152号,830,https://sz.zu.anjuke.com/fangyuan/1238075429
不要纠结了错过就没有了 东门 南北通透 有保洁,罗湖-东门 翠园街27号,1420,https://sz.zu.anjuke.com/fangyuan/1236981437
为了能住好房，你被骗了几次,罗湖-国贸 人民南路3020号,650,https://sz.zu.anjuke.com/fangyuan/1237555294
可短租可短租可短租 重要的事情说三遍,罗湖-东门 笋岗东路2009号,480,https://sz.zu.anjuke.com/fangyuan/1238067334
喜欢大阳台的你 不容错过 近地铁 无只收房租,罗湖-草埔 金稻田路1141号,900,https://sz.zu.anjuke.com/fangyuan/1236667470
特力大厦 电梯精装1房1厅 朝南 住家办公均可,罗湖-翠竹 水贝二路56号,4000,https://sz.zu.anjuke.com/fangyuan/1239813296
宽敞大气 温馨风格 草埔 可短租 近地铁,罗湖-草埔 金稻田路1164号,900,https://sz.zu.anjuke.com/fangyuan/1236685874
整租合租都行 福田中心区 近地铁公交站 随时入住,福田-福田中心 福华三路289号,650,https://sz.zu.anjuke.com/fangyuan/1236608666
优惠房源没剩多少 近地铁超市 福田中心区 星河国际,福田-福田中心 福华三路289号,670,https://sz.zu.anjuke.com/fangyuan/1236607850
选房的差距等于生活品质的差距,罗湖-怡景 怡景路,330,https://sz.zu.anjuke.com/fangyuan/1238072921
房子是租的 但生活不是 3.0小区房直租新家具让你更舒适,福田-赤尾 滨河大道3161号,1810,https://sz.zu.anjuke.com/fangyuan/1231355720
换房找我一定实惠 国贸近地铁 押一付一 大阳台,罗湖-国贸 沿河南路1181号,1280,https://sz.zu.anjuke.com/fangyuan/1236296526
优惠房源没剩多少 近地铁超市 东门 书院街5号大院,罗湖-东门 书院街5号,1910,https://sz.zu.anjuke.com/fangyuan/1235333566
家电家具全新 招租 每间配空调 国贸地铁附近,罗湖-国贸 春风路2033号,650,https://sz.zu.anjuke.com/fangyuan/1236699477
房东着急出租优惠  有独卫 阳光充足 精装修,罗湖-国贸 南湖路3028-3030号,870,https://sz.zu.anjuke.com/fangyuan/1236685406
免费高速网络 国贸近地铁交通方便 爱干净,罗湖-国贸 春风路2021号,530,https://sz.zu.anjuke.com/fangyuan/1236674309
全新家具家电安排上了 等你来 黄贝岭 已打扫干净,罗湖-黄贝岭 罗芳路,700,https://sz.zu.anjuke.com/fangyuan/1236671691
活动还没停 银湖 精装修 户型方正 不潮湿,罗湖-银湖 金湖路32号,930,https://sz.zu.anjuke.com/fangyuan/1234073369
不是你找不到房 而是你选错了地方,罗湖-翠竹 田贝四路72号,490,https://sz.zu.anjuke.com/fangyuan/1238037407
为了能住好房，你被骗了几次,福田-新洲 新洲南路3139号,670,https://sz.zu.anjuke.com/fangyuan/1238051921
短租产品可拎包入住 适合刚来深圳的你,罗湖-水库 翠竹路2058号,530,https://sz.zu.anjuke.com/fangyuan/1238073016
独卫主卧 国贸 朝阳 配套全 干净明亮 随时看房,罗湖-国贸 春风路2021号,530,https://sz.zu.anjuke.com/fangyuan/1236699758
多房源自取 直租居高临下的大卧室 视野超好近地铁 包物业费,罗湖-草埔 布吉路1026号,940,https://sz.zu.anjuke.com/fangyuan/1236686963
普通住宅 国贸 拎包入住 家私全 免费wifi,罗湖-国贸 春风路2002号,520,https://sz.zu.anjuke.com/fangyuan/1235631573
蛋壳优惠继续   可短租 押一付一 拎包入住,罗湖-笋岗 田心村168号,740,https://sz.zu.anjuke.com/fangyuan/1236693758
住ins风房子是一种怎样的体验,罗湖-水库 太宁路,680,https://sz.zu.anjuke.com/fangyuan/1238051043
关于租房的几个技巧你可能还不知道,罗湖-笋岗 红岭北路3002号,670,https://sz.zu.anjuke.com/fangyuan/1238076152
独卫主卧 草埔 朝阳 配套全 干净明亮 随时看房,罗湖-草埔 金稻田路1164号,860,https://sz.zu.anjuke.com/fangyuan/1236670779
住ins风房子是一种怎样的体验,罗湖-怡景 黄贝路1002路,630,https://sz.zu.anjuke.com/fangyuan/1238075093
你还有后悔的机会 银湖 精装修 押一付一 通透,罗湖-银湖 上步北路2006号,630,https://sz.zu.anjuke.com/fangyuan/1234072751
蛋壳短租 给新来深圳需要过渡的你,罗湖-水库 太安路45号,640,https://sz.zu.anjuke.com/fangyuan/1238049583
交通便利的房子谁都想抢 东门手慢无 独卫阳台任你选,罗湖-东门 蛟湖路5号,1480,https://sz.zu.anjuke.com/fangyuan/1236989956
全新家具家电安排上了 等你来  已打扫干净,罗湖-翠竹 水贝二路38号,870,https://sz.zu.anjuke.com/fangyuan/1235229999
如何在较短的时间内租到满意的房子,罗湖-笋岗 北站路3号,710,https://sz.zu.anjuke.com/fangyuan/1238073035
短信微聊无法及时回复 直接call我,罗湖-国贸 春风路2021号,670,https://sz.zu.anjuke.com/fangyuan/1236675097
超大漂亮的落地灯和爱生活的你 近地铁主卧合租 水电均摊有宽带,罗湖-蔡屋围 河边路1号,840,https://sz.zu.anjuke.com/fangyuan/1236696209
可短租可短租可短租 重要的事情说三遍,罗湖-怡景 凤凰路39号,410,https://sz.zu.anjuke.com/fangyuan/1238074716
选房的差距等于生活品质的差距,罗湖-水库 太宁路,650,https://sz.zu.anjuke.com/fangyuan/1238075927
超大漂亮的落地灯和爱生活的你 近地铁主卧合租 水电均摊有宽带,罗湖-水库 太宁路,650,https://sz.zu.anjuke.com/fangyuan/1231379990
优惠房源没剩多少 近地铁超市,罗湖-国贸 南湖路3015号,880,https://sz.zu.anjuke.com/fangyuan/1236687660
蛋壳短租 给新来深圳需要过渡的你,罗湖-水库 太安路128号,790,https://sz.zu.anjuke.com/fangyuan/1238074785
民住房 国贸 可做饭 温馨户型 可短租,罗湖-国贸 南湖路3044号,840,https://sz.zu.anjuke.com/fangyuan/1236687361
住ins风房子是一种怎样的体验,罗湖-东门 深南东路4002号,310,https://sz.zu.anjuke.com/fangyuan/1239726820
找室友 房东委托直租无 草埔进地铁主卧精装,罗湖-草埔 翠山路1号,860,https://sz.zu.anjuke.com/fangyuan/1236669628
十一月租房优惠季 别错过 国贸 部分独卫,罗湖-国贸 春风路2021号,760,https://sz.zu.anjuke.com/fangyuan/1236700044
蛋壳短租 给新来深圳需要过渡的你,罗湖-田贝 太宁路183号,690,https://sz.zu.anjuke.com/fangyuan/1238045238
两天时间保证你租到好房！,福田-新洲 新洲路,620,https://sz.zu.anjuke.com/fangyuan/1238055605
住ins风房子是一种怎样的体验,罗湖-银湖 金湖路42号,650,https://sz.zu.anjuke.com/fangyuan/1237560191
宽敞大气 温馨风格 车公庙 可短租 近地铁,福田-车公庙 泰然四路118号,1780,https://sz.zu.anjuke.com/fangyuan/1237083721
包维修保洁 不收 可短租 水电平摊 东门 朝阳,罗湖-东门 人民北路2139号,1080,https://sz.zu.anjuke.com/fangyuan/1236980621
为了能住好房，你被骗了几次,罗湖-田贝 爱国路,530,https://sz.zu.anjuke.com/fangyuan/1238084917
如何在较短的时间内租到满意的房子,罗湖-泥岗 泥岗西路1006号,340,https://sz.zu.anjuke.com/fangyuan/1238071554
你还年轻，不要活得像个老年人！,罗湖-笋岗 笋岗东路2008号,730,https://sz.zu.anjuke.com/fangyuan/1238074385
蛋壳短租 给新来深圳需要过渡的你,福田-新洲 新沙路13号,560,https://sz.zu.anjuke.com/fangyuan/1238057409
不要纠结了错过就没有了 翠竹 南北通透 有保洁,罗湖-翠竹 水贝二路38号,1770,https://sz.zu.anjuke.com/fangyuan/1233671723
十一月活动继续   精装 部分独卫 全新家电,福田-农科中心 农园路15号,700,https://sz.zu.anjuke.com/fangyuan/1236647547
等优秀的你来租 包维修保洁 密码锁不用钥匙,福田-福田中心 福华三路289号,1870,https://sz.zu.anjuke.com/fangyuan/1238319394
良心出租 全新装修 找素质住户爱惜家具家电,罗湖-人民南 沿河南路2号,1390,https://sz.zu.anjuke.com/fangyuan/1232088926
选房的差距等于生活品质的差距,龙华-龙华中心区 早禾路,310,https://sz.zu.anjuke.com/fangyuan/1238038564
不是你找不到房 而是你选错了地方,龙华-龙华中心区 恒兴路,430,https://sz.zu.anjuke.com/fangyuan/1238061631
住ins风房子是一种怎样的体验,罗湖-笋岗 宝岗路152号,830,https://sz.zu.anjuke.com/fangyuan/1238075429
不要纠结了错过就没有了 东门 南北通透 有保洁,罗湖-东门 翠园街27号,1420,https://sz.zu.anjuke.com/fangyuan/1236981437
为了能住好房，你被骗了几次,罗湖-国贸 人民南路3020号,650,https://sz.zu.anjuke.com/fangyuan/1237555294
错过再等一年 车公庙 阳光好房 可短租 交通方便,福田-车公庙 泰然四路118号,1540,https://sz.zu.anjuke.com/fangyuan/1236634878
咳咳，你的蛋壳管家已上线！地段清净，双周保洁梅林,福田-梅林 梅观路3号,550,https://sz.zu.anjuke.com/fangyuan/1239142654
干净清爽可随时入住 近地铁口超市,龙岗-横岗 联花街,480,https://sz.zu.anjuke.com/fangyuan/1240045469
蛋壳短租 给新来深圳需要过渡的你,罗湖-田贝 田贝三路12号,700,https://sz.zu.anjuke.com/fangyuan/1238081920
等优秀的你来租 包维修保洁 密码锁不用钥匙,罗湖-东门 蛟湖路,1440,https://sz.zu.anjuke.com/fangyuan/1236993703
十一月活动来袭 立省3400不是问题 国贸 精装修,罗湖-国贸 春风路2047号,1140,https://sz.zu.anjuke.com/fangyuan/1236675586
地铁步行2，电梯房，家电齐全。,罗湖-笋岗 北站路1号,670,https://sz.zu.anjuke.com/fangyuan/1236694711
两天时间保证你租到好房！,福田-莲花 海田路1008号,820,https://sz.zu.anjuke.com/fangyuan/1238045333
很干净很便宜 带独卫大主卧颜值也不低 白领公寓近地铁 无中介,罗湖-东门 立新路68号,770,https://sz.zu.anjuke.com/fangyuan/1240081067
短租让你体验在蛋壳的生活,罗湖-田贝 文锦中路2090号,630,https://sz.zu.anjuke.com/fangyuan/1238083857
温馨小家 福田中心区 朝阳 包维修 免费wifi,福田-福田中心 金田路3037号,760,https://sz.zu.anjuke.com/fangyuan/1236600290
比曹操还快的是谁是蛋壳的维修小哥,罗湖-笋岗 红岭北路3002号,730,https://sz.zu.anjuke.com/fangyuan/1236692374
住ins风房子是一种怎样的体验,罗湖-水库 翠竹路2018号,760,https://sz.zu.anjuke.com/fangyuan/1238074333
蛋壳短租 给新来深圳需要过渡的你,罗湖-笋岗 北站路1号,950,https://sz.zu.anjuke.com/fangyuan/1238310378
四季的风动岁月，住蛋壳让你留住这时刻！,罗湖-笋岗 笋岗东路2008号,760,https://sz.zu.anjuke.com/fangyuan/1236693174
蛋壳短租 给新来深圳需要过渡的你,罗湖-水库 太宁路18号,670,https://sz.zu.anjuke.com/fangyuan/1238044713
新租户返现1000  随时看房,罗湖-人民南 建设路1050号,1320,https://sz.zu.anjuke.com/fangyuan/1236691966
房东着急出租优惠 水库 有独卫 阳光充足 精装修,罗湖-水库 太安路128号,640,https://sz.zu.anjuke.com/fangyuan/1231384117
良心出租 全新装修 找素质住户爱惜家具家电,福田-上下沙 滨河大道,580,https://sz.zu.anjuke.com/fangyuan/1236659718
热租房 手慢无 特惠 草埔 可随时带看,罗湖-草埔 金稻田路,910,https://sz.zu.anjuke.com/fangyuan/1236672681
房东着急出租优惠 东门 有独卫 阳光充足 精装修,罗湖-东门 中兴路28号,1940,https://sz.zu.anjuke.com/fangyuan/1238822561
年底优惠不等人 笋岗 阳光大床 可短租 部分独卫,罗湖-笋岗 宝岗路,1070,https://sz.zu.anjuke.com/fangyuan/1237016253
地铁就在家门口 错过后悔呀,罗湖-国贸 新安路45号,880,https://sz.zu.anjuke.com/fangyuan/1236674100
蛋壳，理想的长居地！,罗湖-国贸 南湖路3028-3030号,1180,https://sz.zu.anjuke.com/fangyuan/1236674438
短租让你体验在蛋壳的生活,罗湖-水库 太宁路,600,https://sz.zu.anjuke.com/fangyuan/1238073899
蛋壳短租 给新来深圳需要过渡的你,福田-车公庙 滨河大道9280号,950,https://sz.zu.anjuke.com/fangyuan/1237681218
如果你也爱干净选我就没错 阳光飘窗 干净独卫,罗湖-翠竹 水贝二路38号,1800,https://sz.zu.anjuke.com/fangyuan/1235643815
住ins风房子是一种怎样的体验,福田-新洲 新洲三街85号,670,https://sz.zu.anjuke.com/fangyuan/1238051151
超大漂亮的落地灯和爱生活的你 近地铁主卧合租 水电均摊有宽带,罗湖-国贸 东门南路3003号,700,https://sz.zu.anjuke.com/fangyuan/1236679745
品质生活，蛋壳更懂你。,罗湖-笋岗 宝岗路41号,950,https://sz.zu.anjuke.com/fangyuan/1238074853
宽敞大气 温馨风格 福田中心区 可短租 近地铁,福田-福田中心 彩田南路3001号,1250,https://sz.zu.anjuke.com/fangyuan/1235682251
蛋壳短租 给新来深圳需要过渡的你,福田-车公庙 深南大道6017号,890,https://sz.zu.anjuke.com/fangyuan/1237683068
找室友 房东委托直租无 草埔进地铁主卧精装,罗湖-草埔 金稻田路1185号,820,https://sz.zu.anjuke.com/fangyuan/1236687304
你还年轻，不要活得像个老年人！,福田-新洲 新洲南路3183号,610,https://sz.zu.anjuke.com/fangyuan/1238054972
蛋壳短租 给新来深圳需要过渡的你,罗湖-东门 人民北路3131号,340,https://sz.zu.anjuke.com/fangyuan/1238030532
温馨小家 华强南 朝阳 包维修 免费wifi,福田-华强南 福华路1号,1060,https://sz.zu.anjuke.com/fangyuan/1236609859
品质生活，蛋壳更懂你。,罗湖-水库 太安路133号,700,https://sz.zu.anjuke.com/fangyuan/1238028368
租蛋壳 享优惠 国贸 高嘉花园 押一付一 朝阳,罗湖-国贸 春风路2002号,1250,https://sz.zu.anjuke.com/fangyuan/1236765147
置地逸轩，1房1厅，全齐装修，随时入住，看房方便。,罗湖-国贸 春风路3038号,6000,https://sz.zu.anjuke.com/fangyuan/1239777884
上班族看过来 精装 国贸 采光好 可短租,罗湖-国贸 建设路1098号,800,https://sz.zu.anjuke.com/fangyuan/1236680785
为了能住好房，你被骗了几次,罗湖-笋岗 宝岗路31号,900,https://sz.zu.anjuke.com/fangyuan/1238072660
蛋壳短租 给新来深圳需要过渡的你,罗湖-翠竹 水贝二路38号,320,https://sz.zu.anjuke.com/fangyuan/1238315073
一年四季温馨如家，住蛋壳体会家的感觉！,罗湖-笋岗 西货场路,540,https://sz.zu.anjuke.com/fangyuan/1236693456
如果你也爱干净选我就没错 阳光飘窗 干净独卫,罗湖-笋岗 宝岗路,1320,https://sz.zu.anjuke.com/fangyuan/1237035217
不要纠结了错过就没有了  南北通透 有保洁,福田-车公庙 泰然四路118号,2820,https://sz.zu.anjuke.com/fangyuan/1235704800
年底换房便宜 甩租可短租 银湖 近地铁,罗湖-银湖 金湖路32号,790,https://sz.zu.anjuke.com/fangyuan/1234043074
指定房源立省3000   来电即可看房 押一付一,罗湖-人民南 船务街15号,1250,https://sz.zu.anjuke.com/fangyuan/1236690743
关于租房的几个技巧你可能还不知道,罗湖-水库 布心路2037号,560,https://sz.zu.anjuke.com/fangyuan/1238073449
蛋壳短租 给新来深圳需要过渡的你,罗湖-怡景 怡景路,490,https://sz.zu.anjuke.com/fangyuan/1238054409
蛋壳优惠继续 国贸 可短租 押一付一 拎包入住,罗湖-国贸 和平路2049号,1020,https://sz.zu.anjuke.com/fangyuan/1236675229
地铁就在家门口 错过后悔呀,罗湖-笋岗 宝岗路217号,1370,https://sz.zu.anjuke.com/fangyuan/1237034055
离商场地铁近 田贝拎包入住 家私齐全 可随时看房,罗湖-田贝 水库新村三街348号,730,https://sz.zu.anjuke.com/fangyuan/1234029241
选房的差距等于生活品质的差距,罗湖-田贝 太宁路147号,720,https://sz.zu.anjuke.com/fangyuan/1238086044
短租让你体验在蛋壳的生活,福田-香蜜湖 侨香路1025号,520,https://sz.zu.anjuke.com/fangyuan/1238055709
短租产品可拎包入住 适合刚来深圳的你,罗湖-泥岗 洪涛路,310,https://sz.zu.anjuke.com/fangyuan/1238073727
干净清爽可随时入住 国贸近地铁口超市,罗湖-国贸 友谊路10号,1050,https://sz.zu.anjuke.com/fangyuan/1237007531
品质生活，蛋壳更懂你。,福田-新洲 金地一路18号,780,https://sz.zu.anjuke.com/fangyuan/1238058396
长得漂亮是优势，活得漂亮靠选择。,罗湖-田贝 爱国路,520,https://sz.zu.anjuke.com/fangyuan/1238085388
十一月活动继续 国贸 精装 部分独卫 全新家电,罗湖-国贸 沿河南路1181号,1300,https://sz.zu.anjuke.com/fangyuan/1236760153
指定房源立省3000   来电即可看房 押一付一,罗湖-笋岗 北站路11号,570,https://sz.zu.anjuke.com/fangyuan/1236693976
蛋壳短租 给新来深圳需要过渡的你,福田-农科中心 农轩路71号,820,https://sz.zu.anjuke.com/fangyuan/1238014573
视野开阔小区绿化好 银湖 朝阳 家私齐全可拎包入住,罗湖-银湖 金湖一街51号,520,https://sz.zu.anjuke.com/fangyuan/1234041044
蛋壳短租 给新来深圳需要过渡的你,龙华-清湖 龙观东路,310,https://sz.zu.anjuke.com/fangyuan/1238048860
房东急租 地铁口 银湖 家电齐全 可短租,罗湖-银湖 银湖路,950,https://sz.zu.anjuke.com/fangyuan/1234042526
你还年轻，不要活得像个老年人！,罗湖-笋岗 北站路1号,790,https://sz.zu.anjuke.com/fangyuan/1238037271
良心出租 全新装修 找素质住户爱惜家具家电,罗湖-草埔 金稻田路2063号,1220,https://sz.zu.anjuke.com/fangyuan/1235264514
宽敞明亮 南北通透 车公庙 可短租 押一付一 小区环境好,福田-车公庙 泰然四路118号,2000,https://sz.zu.anjuke.com/fangyuan/1237278146
房东急租 地铁口 国贸 家电齐全 可短租,罗湖-国贸 向西路,830,https://sz.zu.anjuke.com/fangyuan/1239158030
你还有后悔的机会 东门 精装修 押一付一 通透,罗湖-东门 新园路18号,1880,https://sz.zu.anjuke.com/fangyuan/1238831087
整租合租都行 车公庙 近地铁公交站 随时入住,福田-车公庙 滨河大道9280号,1790,https://sz.zu.anjuke.com/fangyuan/1236636447
年底换房便宜 甩租可短租 国贸 近地铁,罗湖-国贸 和平路2049号,1430,https://sz.zu.anjuke.com/fangyuan/1237780924
立省2000不是梦   朝南 阳光足 押一付一,罗湖-人民南 船务街15号,1100,https://sz.zu.anjuke.com/fangyuan/1236691234
可短租可短租可短租 重要的事情说三遍,福田-香蜜湖 香梅路1003号,700,https://sz.zu.anjuke.com/fangyuan/1237588836
四季的风动岁月，住蛋壳让你留住这时刻！,罗湖-人民南 船务街15号,1110,https://sz.zu.anjuke.com/fangyuan/1236689277
很干净很便宜 带独卫大主卧颜值也不低 白领公寓近地铁 无中介,福田-石厦 石厦一街9号,1980,https://sz.zu.anjuke.com/fangyuan/1233164936
多房源自取 直租居高临下的大卧室 视野超好近地铁 包物业费,罗湖-笋岗 北站路,1060,https://sz.zu.anjuke.com/fangyuan/1236989224
房子是租的 但生活不是 3.0小区房直租新家具让你更舒适,福田-福田中心 金田路3037号,790,https://sz.zu.anjuke.com/fangyuan/1238304429
不是你找不到房 而是你选错了地方,龙华-清湖 和平路28号,420,https://sz.zu.anjuke.com/fangyuan/1239703845
优惠房源没剩多少 近地铁超市 笋岗 田华苑,罗湖-笋岗 西货场路9号,1330,https://sz.zu.anjuke.com/fangyuan/1237020020
业主出国诚心出租 华强南 采光好 南北通透,福田-华强南 福宁街,1100,https://sz.zu.anjuke.com/fangyuan/1236595974
房东着急出租优惠 国贸 有独卫 阳光充足 精装修,罗湖-国贸 春风路2021号,540,https://sz.zu.anjuke.com/fangyuan/1236700388
住ins风房子是一种怎样的体验,福田-石厦 福强路,2350,https://sz.zu.anjuke.com/fangyuan/1237585608
包维修保洁 不收 可短租 水电平摊 上下沙 朝阳,福田-上下沙 上沙二路,560,https://sz.zu.anjuke.com/fangyuan/1236634523
关于租房的几个技巧你可能还不知道,罗湖-水库 太安路71号,750,https://sz.zu.anjuke.com/fangyuan/1238051698
活动还没停  精装修 户型方正 不潮湿,罗湖-国贸 南湖路2013号,1460,https://sz.zu.anjuke.com/fangyuan/1236990361
为了能住好房，你被骗了几次,福田-福田口岸 裕亨路3号,2080,https://sz.zu.anjuke.com/fangyuan/1237681592
住ins风房子是一种怎样的体验,罗湖-草埔 金稻田路2063号,520,https://sz.zu.anjuke.com/fangyuan/1237594759
